user_id,join_date,device_type,traffic_source
1320,2026-05-28 06:09:40.740047,Desktop,Paid Social
1321,2026-05-28 22:10:57.128603,Mobile,Direct
1322,2026-05-20 15:40:25.353493,Mobile,Paid Social
1323,2026-06-01 19:36:08.286907,Tablet,Paid Social
1324,2026-05-14 18:20:01.617693,Mobile,Email
1325,2026-05-18 15:56:58.556542,Mobile,Direct
1326,2026-05-19 01:53:37.068897,Mobile,Email
1327,2026-05-13 09:21:43.140480,Desktop,Organic
1328,2026-05-25 13:51:34.854715,Tablet,Paid Social
1329,2026-06-03 11:01:39.854639,Mobile,Paid Social
1330,2026-05-31 04:57:41.207965,Desktop,Email
1331,2026-06-01 01:15:20.786685,Mobile,Organic
1332,2026-05-20 22:18:20.413915,Tablet,Organic
1333,2026-05-16 00:06:47.464823,Tablet,Paid Social
1334,2026-05-26 05:32:11.203197,Tablet,Organic
1335,2026-05-21 07:47:25.166145,Tablet,Direct
1336,2026-05-08 07:57:46.003181,Tablet,Direct
1337,2026-05-26 21:55:49.761700,Tablet,Direct
1338,2026-06-04 12:15:01.282017,Desktop,Direct
1339,2026-05-12 11:40:55.809735,Desktop,Direct
1340,2026-05-28 06:39:55.020728,Mobile,Organic
1341,2026-05-29 15:00:00.355371,Tablet,Direct
1342,2026-06-02 07:05:09.008803,Mobile,Email
1343,2026-06-03 23:54:10.497899,Mobile,Direct
1344,2026-05-25 09:44:02.865106,Desktop,Paid Social
1345,2026-05-26 01:22:46.959226,Tablet,Organic
1346,2026-05-21 13:20:53.234287,Tablet,Organic
1347,2026-05-19 14:52:57.259918,Desktop,Paid Social
1348,2026-05-09 05:07:42.217599,Desktop,Organic
1349,2026-05-24 16:51:13.131558,Tablet,Email
1350,2026-05-15 16:48:18.058938,Tablet,Organic
1351,2026-05-11 16:21:13.547321,Mobile,Email
1352,2026-05-08 01:19:21.790463,Desktop,Organic
1353,2026-05-18 09:46:08.332063,Desktop,Email
1354,2026-06-01 07:04:46.879758,Desktop,Paid Social
1355,2026-06-05 18:03:12.375506,Mobile,Organic
1356,2026-06-03 06:27:36.789329,Tablet,Direct
1357,2026-05-22 21:20:36.055645,Desktop,Email
1358,2026-06-04 04:44:52.868592,Desktop,Direct
1359,2026-06-03 12:35:27.522139,Desktop,Email
1360,2026-05-11 23:29:44.670573,Desktop,Paid Social
1361,2026-06-04 16:05:00.002418,Mobile,Direct
1362,2026-05-07 12:20:29.015650,Mobile,Paid Social
1363,2026-05-07 21:43:44.813640,Tablet,Direct
1364,2026-05-06 20:49:32.600219,Mobile,Email
1365,2026-05-26 13:14:20.155765,Tablet,Organic
1366,2026-06-04 10:27:33.641621,Mobile,Direct
1367,2026-05-11 03:27:17.086663,Desktop,Organic
1368,2026-05-13 23:43:21.727176,Tablet,Direct
1369,2026-05-29 01:46:26.969027,Mobile,Email
1370,2026-05-09 16:52:59.785223,Tablet,Paid Social
1371,2026-06-03 10:30:19.843229,Desktop,Email
1372,2026-05-14 04:26:29.566610,Mobile,Email
1373,2026-05-16 03:08:02.890441,Mobile,Organic
1374,2026-05-27 21:26:04.170513,Tablet,Direct
1375,2026-06-04 12:32:36.214118,Mobile,Email
1376,2026-05-07 15:17:07.985471,Mobile,Paid Social
1377,2026-06-05 11:51:05.743982,Tablet,Direct
1378,2026-05-11 23:42:36.780843,Mobile,Direct
1379,2026-05-17 17:19:30.096423,Desktop,Paid Social
1380,2026-05-23 15:59:17.177161,Desktop,Email
1381,2026-05-08 03:38:09.545745,Desktop,Organic
1382,2026-05-18 03:48:05.618270,Desktop,Direct
1383,2026-05-21 00:45:26.625158,Desktop,Organic
1384,2026-05-23 11:28:47.106539,Desktop,Organic
1385,2026-05-27 23:00:03.977059,Mobile,Email
1386,2026-05-09 12:34:14.511897,Desktop,Paid Social
1387,2026-05-20 11:46:48.124158,Desktop,Email
1388,2026-06-01 01:08:16.965791,Desktop,Organic
1389,2026-05-21 08:00:13.522931,Desktop,Email
1390,2026-05-07 22:00:40.908082,Desktop,Direct
1391,2026-05-15 11:30:52.230686,Desktop,Direct
1392,2026-06-02 12:09:24.792670,Mobile,Organic
1393,2026-05-07 13:31:22.772928,Mobile,Paid Social
1394,2026-05-26 14:21:53.343728,Mobile,Direct
1395,2026-05-29 22:08:51.052283,Mobile,Email
1396,2026-05-24 22:16:50.795050,Mobile,Direct
1397,2026-05-13 17:25:43.636975,Tablet,Direct
1398,2026-06-04 22:50:19.114649,Desktop,Paid Social
1399,2026-05-30 13:55:36.078203,Tablet,Email
1400,2026-05-09 21:35:55.396907,Tablet,Direct
1401,2026-05-21 21:39:43.141642,Desktop,Organic
1402,2026-06-04 05:35:12.837422,Mobile,Paid Social
1403,2026-05-23 14:55:33.621363,Mobile,Paid Social
1404,2026-06-04 19:05:19.915402,Desktop,Direct
1405,2026-05-07 16:35:56.666418,Mobile,Direct
1406,2026-05-13 03:15:55.315079,Mobile,Direct
1407,2026-05-27 22:39:41.772447,Tablet,Direct
1408,2026-05-22 19:48:14.432818,Mobile,Organic
1409,2026-05-22 21:38:19.169468,Desktop,Paid Social
1410,2026-05-25 16:07:49.597974,Mobile,Direct
1411,2026-05-07 18:26:20.789062,Desktop,Email
1412,2026-05-26 23:36:19.840176,Tablet,Paid Social
1413,2026-05-19 09:36:06.262245,Mobile,Paid Social
1414,2026-05-22 05:53:01.957896,Mobile,Organic
1415,2026-05-22 11:18:01.159497,Mobile,Email
1416,2026-05-07 22:14:14.264211,Tablet,Email
1417,2026-05-12 09:51:32.184521,Tablet,Direct
1418,2026-05-14 19:48:16.155242,Tablet,Email
1419,2026-05-24 19:56:03.386193,Desktop,Paid Social
1420,2026-05-26 07:12:24.934197,Mobile,Paid Social
1421,2026-05-16 18:37:40.759215,Desktop,Organic
1422,2026-05-25 18:44:03.375943,Tablet,Email
1423,2026-06-01 18:25:18.985711,Mobile,Email
1424,2026-05-10 01:36:03.030680,Desktop,Email
1425,2026-05-29 06:26:42.164943,Tablet,Organic
1426,2026-05-16 02:32:20.724310,Tablet,Paid Social
1427,2026-05-18 11:11:03.589947,Desktop,Paid Social
1428,2026-05-21 09:41:01.144385,Desktop,Organic
1429,2026-05-23 02:24:58.272304,Desktop,Paid Social
1430,2026-05-26 09:30:42.545529,Tablet,Organic
1431,2026-05-11 18:06:20.675980,Mobile,Email
1432,2026-06-02 08:07:59.264718,Mobile,Direct
1433,2026-05-10 07:03:29.142819,Mobile,Organic
1434,2026-05-19 07:19:34.995163,Mobile,Direct
1435,2026-05-23 07:27:19.128389,Desktop,Direct
1436,2026-05-27 01:51:14.849841,Desktop,Paid Social
1437,2026-05-12 05:56:35.732089,Mobile,Paid Social
1438,2026-05-28 01:12:25.672076,Mobile,Email
1439,2026-06-02 10:20:23.121998,Mobile,Organic
1440,2026-05-07 14:19:45.485346,Mobile,Paid Social
1441,2026-05-22 17:50:17.624162,Mobile,Email
1442,2026-05-28 06:39:12.890760,Mobile,Paid Social
1443,2026-05-25 15:12:09.560550,Tablet,Organic
1444,2026-05-14 13:30:00.679774,Tablet,Paid Social
1445,2026-06-01 19:54:07.074179,Desktop,Paid Social
1446,2026-06-05 16:58:38.225732,Mobile,Paid Social
1447,2026-06-02 15:18:42.371512,Mobile,Organic
1448,2026-05-29 01:38:31.911195,Mobile,Organic
1449,2026-05-30 02:05:13.108727,Tablet,Email
1450,2026-05-25 01:16:35.574697,Desktop,Organic
1451,2026-06-04 19:54:15.713028,Desktop,Paid Social
1452,2026-05-07 14:54:45.867347,Tablet,Direct
1453,2026-05-14 06:47:48.115903,Tablet,Paid Social
1454,2026-05-13 03:56:27.030300,Tablet,Paid Social
1455,2026-05-25 16:33:31.757413,Desktop,Organic
1456,2026-06-04 18:09:38.697635,Mobile,Organic
1457,2026-05-08 12:41:56.551205,Mobile,Organic
1458,2026-05-23 12:38:20.132139,Desktop,Paid Social
1459,2026-05-14 00:20:26.426956,Desktop,Organic
1460,2026-05-17 08:38:27.932226,Mobile,Email
1461,2026-05-20 03:03:34.184187,Mobile,Email
1462,2026-05-17 02:14:28.855825,Mobile,Email
1463,2026-05-09 20:38:01.378713,Tablet,Email
1464,2026-05-16 01:32:45.228102,Tablet,Direct
1465,2026-05-19 15:00:19.170122,Mobile,Organic
1466,2026-05-26 11:37:59.705696,Desktop,Organic
1467,2026-05-30 20:22:22.631610,Tablet,Paid Social
1468,2026-05-24 14:09:45.179595,Mobile,Paid Social
1469,2026-05-17 07:05:07.255899,Desktop,Email
1470,2026-05-20 09:10:34.367058,Tablet,Direct
1471,2026-05-28 11:12:20.495553,Mobile,Direct
1472,2026-05-20 05:10:48.109867,Tablet,Email
1473,2026-05-24 01:33:52.368057,Desktop,Organic
1474,2026-06-04 09:02:08.602972,Tablet,Organic
1475,2026-05-16 12:16:42.817693,Mobile,Email
1476,2026-06-04 05:09:13.163204,Tablet,Paid Social
1477,2026-05-13 02:29:32.527502,Mobile,Direct
1478,2026-06-01 05:22:51.268935,Desktop,Direct
1479,2026-05-10 10:06:29.599828,Tablet,Email
1480,2026-05-28 22:37:59.512875,Desktop,Paid Social
1481,2026-05-22 11:58:50.347543,Mobile,Organic
1482,2026-05-28 04:40:02.580506,Tablet,Email
1483,2026-05-16 19:28:32.962605,Mobile,Organic
1484,2026-05-29 19:41:39.083497,Desktop,Direct
1485,2026-05-08 07:03:06.446784,Desktop,Paid Social
1486,2026-06-04 08:27:29.530298,Mobile,Direct
1487,2026-05-11 13:50:54.605381,Mobile,Email
1488,2026-05-22 02:39:34.423307,Tablet,Organic
1489,2026-05-15 08:01:05.024863,Tablet,Direct
1490,2026-05-12 10:41:40.314637,Mobile,Organic
1491,2026-05-09 02:53:32.382673,Desktop,Email
1492,2026-05-08 05:47:10.146369,Mobile,Organic
1493,2026-05-22 16:19:19.563890,Desktop,Email
1494,2026-05-09 16:03:46.859973,Tablet,Email
1495,2026-05-21 23:06:14.371926,Mobile,Email
1496,2026-05-26 14:40:21.104790,Tablet,Paid Social
1497,2026-05-09 05:58:41.862248,Tablet,Paid Social
1498,2026-05-18 10:31:47.822963,Desktop,Email
1499,2026-05-29 10:44:14.568841,Tablet,Direct
1500,2026-06-05 14:04:32.962337,Desktop,Paid Social
1501,2026-06-01 06:57:02.512014,Mobile,Paid Social
1502,2026-05-22 12:49:59.874429,Tablet,Paid Social
1503,2026-06-03 16:00:53.534590,Tablet,Email
1504,2026-06-01 00:57:10.641028,Tablet,Paid Social
1505,2026-06-02 16:26:54.629365,Mobile,Direct
1506,2026-05-09 02:24:21.582250,Desktop,Email
1507,2026-05-21 21:08:50.960898,Desktop,Email
1508,2026-05-09 05:05:39.038851,Tablet,Email
1509,2026-05-15 14:13:16.939099,Mobile,Organic
1510,2026-05-06 23:14:37.541008,Desktop,Organic
1511,2026-05-20 02:29:10.739824,Mobile,Paid Social
1512,2026-06-03 10:46:20.551021,Mobile,Direct
1513,2026-05-15 14:35:29.481564,Tablet,Paid Social
1514,2026-05-17 11:43:31.714861,Tablet,Email
1515,2026-05-24 16:25:25.605115,Mobile,Organic
1516,2026-05-12 00:19:17.918852,Mobile,Email
1517,2026-05-25 11:38:52.952832,Mobile,Organic
1518,2026-06-05 16:19:03.490283,Tablet,Email
1519,2026-05-12 12:31:23.026832,Desktop,Organic
1520,2026-05-31 11:29:22.532824,Desktop,Organic
1521,2026-05-19 15:06:06.568948,Mobile,Organic
1522,2026-05-29 07:39:32.673891,Desktop,Organic
1523,2026-05-24 16:50:14.981893,Desktop,Direct
1524,2026-05-09 19:29:09.899074,Desktop,Direct
1525,2026-05-10 10:35:46.549040,Tablet,Paid Social
1526,2026-05-31 08:56:39.138981,Tablet,Email
1527,2026-05-19 19:52:52.021443,Mobile,Paid Social
1528,2026-05-14 05:27:57.855956,Mobile,Direct
1529,2026-05-06 20:15:23.960850,Desktop,Email
1530,2026-05-26 10:42:57.721154,Tablet,Email
1531,2026-05-13 03:52:29.437299,Tablet,Email
1532,2026-05-24 05:53:18.172367,Tablet,Paid Social
1533,2026-05-13 05:22:51.159919,Desktop,Direct
1534,2026-05-13 16:12:35.364244,Mobile,Direct
1535,2026-05-14 02:15:38.452353,Tablet,Direct
1536,2026-05-16 16:22:42.009314,Mobile,Direct
1537,2026-05-29 08:11:37.175087,Desktop,Paid Social
1538,2026-05-18 11:50:05.015060,Desktop,Organic
1539,2026-05-27 00:36:15.168183,Desktop,Paid Social
1540,2026-06-01 09:57:17.924653,Desktop,Organic
1541,2026-06-02 13:14:53.684741,Mobile,Paid Social
1542,2026-05-17 19:17:50.552992,Mobile,Paid Social
1543,2026-06-02 22:00:33.429044,Tablet,Email
1544,2026-06-02 01:16:46.939058,Mobile,Direct
1545,2026-05-19 04:42:16.989702,Mobile,Direct
1546,2026-05-19 15:31:03.453029,Tablet,Paid Social
1547,2026-05-26 17:54:18.814102,Tablet,Paid Social
1548,2026-05-06 21:55:40.491616,Desktop,Paid Social
1549,2026-05-15 19:13:50.948486,Mobile,Paid Social
1550,2026-06-02 03:26:19.307526,Tablet,Organic
1551,2026-05-28 22:08:51.865052,Tablet,Email
1552,2026-06-05 08:22:12.105623,Tablet,Direct
1553,2026-05-16 00:00:18.989461,Desktop,Email
1554,2026-05-15 02:23:16.433770,Desktop,Organic
1555,2026-06-04 20:33:50.683781,Mobile,Paid Social
1556,2026-06-02 08:46:51.774084,Desktop,Organic
1557,2026-05-18 20:30:41.676936,Desktop,Direct
1558,2026-05-19 23:46:09.510003,Desktop,Paid Social
1559,2026-06-01 15:30:45.613755,Tablet,Organic
1560,2026-05-18 14:01:41.605608,Desktop,Email
1561,2026-05-15 15:54:55.959950,Desktop,Direct
1562,2026-06-01 19:03:01.830622,Tablet,Email
1563,2026-05-31 17:02:36.938319,Desktop,Paid Social
1564,2026-05-29 23:56:12.388130,Desktop,Direct
1565,2026-06-03 03:20:57.564047,Desktop,Direct
1566,2026-06-02 08:18:10.904119,Mobile,Organic
1567,2026-05-13 02:48:39.891723,Mobile,Organic
1568,2026-05-20 01:53:06.846378,Tablet,Email
1569,2026-05-25 02:56:25.418101,Mobile,Paid Social
1570,2026-05-11 11:52:59.038760,Desktop,Paid Social
1571,2026-05-23 20:37:03.195392,Mobile,Direct
1572,2026-06-02 18:05:20.466169,Tablet,Paid Social
1573,2026-05-12 18:13:38.197521,Tablet,Email
1574,2026-05-22 07:31:44.622128,Tablet,Direct
1575,2026-05-24 04:44:20.492872,Tablet,Paid Social
1576,2026-05-27 22:35:27.100420,Mobile,Direct
1577,2026-05-12 18:58:45.347488,Desktop,Organic
1578,2026-06-02 11:19:08.877105,Desktop,Email
1579,2026-05-11 12:17:16.134207,Desktop,Organic
1580,2026-05-29 08:26:09.812376,Desktop,Organic
1581,2026-05-08 22:24:36.218278,Mobile,Email
1582,2026-05-08 14:35:16.110168,Mobile,Organic
1583,2026-05-14 04:08:45.676343,Mobile,Email
1584,2026-06-02 21:52:15.119653,Tablet,Direct
1585,2026-06-02 15:01:21.021294,Mobile,Direct
1586,2026-05-20 23:54:56.384499,Tablet,Paid Social
1587,2026-05-19 08:50:29.656822,Desktop,Paid Social
1588,2026-05-07 14:39:59.465456,Tablet,Organic
1589,2026-05-13 07:24:27.198462,Tablet,Organic
1590,2026-05-18 03:20:59.883187,Desktop,Organic
1591,2026-05-09 10:18:17.755016,Mobile,Organic
1592,2026-06-02 17:08:21.291067,Desktop,Organic
1593,2026-05-22 14:15:32.309851,Tablet,Organic
1594,2026-05-22 02:23:02.900162,Mobile,Paid Social
1595,2026-05-17 18:24:30.788734,Tablet,Paid Social
1596,2026-05-31 23:17:02.268128,Tablet,Email
1597,2026-05-09 09:20:26.998476,Mobile,Direct
1598,2026-05-08 20:25:48.237918,Desktop,Email
1599,2026-06-04 13:24:05.775149,Desktop,Direct
1600,2026-05-07 15:58:33.905937,Tablet,Organic
1601,2026-05-26 16:01:29.503648,Tablet,Organic
1602,2026-05-18 11:01:01.905152,Tablet,Email
1603,2026-05-17 06:53:33.067526,Mobile,Direct
1604,2026-05-09 03:19:08.547521,Desktop,Organic
1605,2026-05-10 08:17:39.328514,Desktop,Paid Social
1606,2026-05-12 10:00:43.758140,Mobile,Organic
1607,2026-05-18 18:07:27.077048,Desktop,Direct
1608,2026-05-10 22:58:31.262417,Tablet,Email
1609,2026-05-12 21:32:38.830664,Mobile,Paid Social
1610,2026-05-14 23:49:08.158835,Desktop,Email
1611,2026-05-29 12:52:44.076901,Tablet,Organic
1612,2026-05-14 12:11:30.266692,Tablet,Organic
1613,2026-05-23 15:18:56.280911,Desktop,Paid Social
1614,2026-05-14 03:23:46.358589,Mobile,Paid Social
1615,2026-05-09 21:45:40.875392,Tablet,Paid Social
1616,2026-05-12 13:49:53.451842,Desktop,Email
1617,2026-06-01 02:51:32.482892,Desktop,Paid Social
1618,2026-05-24 16:45:17.218240,Mobile,Direct
1619,2026-06-05 18:38:12.804469,Mobile,Organic
1620,2026-05-09 05:16:11.473499,Mobile,Paid Social
1621,2026-05-20 01:27:27.731991,Tablet,Email
1622,2026-05-08 17:29:45.516543,Mobile,Organic
1623,2026-05-27 13:43:00.445197,Mobile,Organic
1624,2026-05-09 12:25:43.488513,Mobile,Paid Social
1625,2026-05-15 16:00:01.581203,Mobile,Email
1626,2026-05-07 22:49:50.504495,Desktop,Organic
1627,2026-05-09 14:48:16.106024,Mobile,Direct
1628,2026-05-07 02:35:15.174845,Tablet,Email
1629,2026-06-01 22:55:37.532720,Desktop,Paid Social
1630,2026-05-21 05:58:21.522629,Tablet,Direct
1631,2026-05-16 17:07:21.189189,Mobile,Email
1632,2026-05-16 12:08:39.145683,Desktop,Organic
1633,2026-05-30 22:09:40.281245,Mobile,Paid Social
1634,2026-05-07 14:44:38.993815,Tablet,Paid Social
1635,2026-05-21 02:25:08.100270,Desktop,Direct
1636,2026-05-10 23:50:13.810997,Mobile,Paid Social
1637,2026-05-17 03:18:38.871448,Mobile,Paid Social
1638,2026-06-03 02:53:51.347587,Mobile,Direct
1639,2026-05-12 01:30:10.172558,Desktop,Paid Social
1640,2026-06-02 02:51:06.707151,Desktop,Direct
1641,2026-05-07 12:39:56.344422,Mobile,Email
1642,2026-05-30 13:26:19.123873,Mobile,Paid Social
1643,2026-05-23 19:43:47.472467,Desktop,Email
1644,2026-06-01 05:21:29.921813,Tablet,Organic
1645,2026-06-03 17:00:38.684977,Mobile,Organic
1646,2026-05-27 14:16:48.793893,Desktop,Email
1647,2026-05-19 08:13:00.645353,Desktop,Organic
1648,2026-05-23 10:34:52.580439,Desktop,Organic
1649,2026-06-04 23:16:26.732172,Mobile,Paid Social
1650,2026-05-11 20:29:02.079696,Tablet,Email
1651,2026-06-05 05:18:56.025268,Desktop,Paid Social
1652,2026-05-30 22:13:47.856160,Mobile,Paid Social
1653,2026-05-15 02:18:18.914588,Mobile,Organic
1654,2026-05-16 05:59:00.148310,Mobile,Direct
1655,2026-05-27 17:53:42.326860,Desktop,Direct
1656,2026-05-19 17:35:19.893426,Mobile,Paid Social
1657,2026-05-18 14:48:24.931729,Desktop,Paid Social
1658,2026-05-20 05:45:13.001461,Tablet,Direct
1659,2026-06-04 02:41:18.370673,Mobile,Email
1660,2026-05-24 07:31:27.793969,Tablet,Organic
1661,2026-05-08 13:15:15.001824,Mobile,Organic
1662,2026-06-02 12:43:06.141814,Mobile,Email
1663,2026-06-03 17:57:10.471946,Desktop,Paid Social
1664,2026-05-17 13:32:40.168456,Mobile,Email
1665,2026-06-05 16:43:04.028472,Desktop,Direct
1666,2026-05-21 11:01:56.903327,Mobile,Email
1667,2026-05-21 21:24:10.921804,Desktop,Direct
1668,2026-06-03 22:52:02.803608,Tablet,Paid Social
1669,2026-05-22 08:42:42.685511,Mobile,Organic
1670,2026-05-09 02:39:48.904296,Mobile,Paid Social
1671,2026-05-11 05:35:08.403199,Mobile,Paid Social
1672,2026-05-19 07:22:47.881562,Desktop,Direct
1673,2026-05-18 06:50:07.192272,Tablet,Email
1674,2026-05-30 05:02:20.787369,Mobile,Email
1675,2026-06-01 18:39:34.626590,Mobile,Organic
1676,2026-05-12 18:43:13.478794,Tablet,Direct
1677,2026-05-19 14:17:49.376654,Mobile,Organic
1678,2026-06-01 18:57:35.876050,Desktop,Email
1679,2026-05-25 01:15:58.917263,Desktop,Organic
1680,2026-05-18 08:22:44.838686,Mobile,Paid Social
1681,2026-05-29 12:17:15.289939,Tablet,Organic
1682,2026-05-17 13:31:30.659793,Mobile,Email
1683,2026-05-30 14:23:42.845951,Desktop,Organic
1684,2026-05-17 02:17:27.345886,Tablet,Paid Social
1685,2026-05-06 22:47:06.978389,Tablet,Email
1686,2026-06-03 02:44:13.878528,Desktop,Direct
1687,2026-05-31 09:06:20.952683,Tablet,Direct
1688,2026-05-30 05:52:33.711553,Tablet,Organic
1689,2026-05-08 00:09:41.822894,Desktop,Email
1690,2026-05-08 08:23:59.981825,Mobile,Paid Social
1691,2026-06-01 20:34:32.644725,Mobile,Paid Social
1692,2026-05-29 23:52:48.702876,Desktop,Paid Social
1693,2026-06-02 15:32:26.494332,Tablet,Direct
1694,2026-05-13 00:39:50.886521,Tablet,Direct
1695,2026-06-02 08:01:38.180133,Tablet,Direct
1696,2026-05-19 21:02:37.784774,Mobile,Organic
1697,2026-05-29 13:37:39.782611,Tablet,Email
1698,2026-05-20 09:51:28.838903,Tablet,Email
1699,2026-05-27 15:43:57.821431,Tablet,Direct
1700,2026-05-23 20:14:09.448598,Desktop,Direct
1701,2026-05-25 05:31:47.953491,Tablet,Organic
1702,2026-05-12 07:12:52.517280,Tablet,Organic
1703,2026-05-16 22:17:55.891907,Tablet,Email
1704,2026-05-23 00:02:05.790856,Desktop,Paid Social
1705,2026-05-15 13:32:45.821069,Tablet,Organic
1706,2026-05-30 14:31:47.128832,Mobile,Organic
1707,2026-05-26 21:50:43.002882,Mobile,Email
1708,2026-05-10 20:26:44.116705,Tablet,Email
1709,2026-05-14 20:00:12.736873,Desktop,Email
1710,2026-06-03 08:46:12.361294,Tablet,Direct
1711,2026-05-23 16:43:22.046343,Tablet,Email
1712,2026-05-17 09:47:54.260379,Mobile,Email
1713,2026-05-28 17:22:34.745339,Desktop,Paid Social
1714,2026-06-03 23:15:00.665553,Tablet,Direct
1715,2026-05-24 13:00:54.851558,Desktop,Organic
1716,2026-05-15 00:38:42.126532,Tablet,Email
1717,2026-05-23 14:42:07.522180,Tablet,Paid Social
1718,2026-05-22 18:36:14.695521,Desktop,Organic
1719,2026-05-14 19:03:07.423534,Desktop,Email
1720,2026-05-16 01:40:18.826265,Tablet,Email
1721,2026-05-27 00:45:22.437658,Tablet,Direct
1722,2026-05-14 00:52:30.992388,Desktop,Email
1723,2026-05-26 23:47:12.671169,Tablet,Paid Social
1724,2026-06-03 19:39:31.479167,Desktop,Email
1725,2026-05-31 00:44:21.741781,Desktop,Organic
1726,2026-05-16 16:36:49.065148,Tablet,Organic
1727,2026-05-22 18:25:00.986191,Tablet,Direct
1728,2026-05-15 18:52:57.401590,Mobile,Direct
1729,2026-05-09 00:22:47.349980,Mobile,Email
1730,2026-05-15 01:19:59.691102,Tablet,Direct
1731,2026-06-05 02:27:28.125478,Mobile,Organic
1732,2026-05-09 05:05:44.472069,Mobile,Paid Social
1733,2026-05-09 03:54:31.155956,Desktop,Paid Social
1734,2026-05-08 09:54:15.342527,Mobile,Organic
1735,2026-05-22 14:32:17.263819,Desktop,Direct
1736,2026-05-12 23:17:34.261415,Mobile,Organic
1737,2026-05-31 10:34:27.670539,Mobile,Paid Social
1738,2026-05-20 06:47:34.253850,Mobile,Organic
1739,2026-05-16 14:17:12.383677,Tablet,Paid Social
1740,2026-05-17 19:04:48.111665,Mobile,Organic
1741,2026-05-31 09:17:54.503581,Desktop,Email
1742,2026-06-01 17:07:26.399053,Tablet,Organic
1743,2026-05-25 03:43:49.871964,Tablet,Email
1744,2026-05-14 12:26:30.042924,Mobile,Paid Social
1745,2026-05-26 01:51:40.676280,Mobile,Paid Social
1746,2026-05-30 04:09:17.045163,Tablet,Paid Social
1747,2026-05-08 20:44:45.629461,Tablet,Email
1748,2026-05-14 16:34:37.109962,Mobile,Paid Social
1749,2026-05-31 21:40:10.086006,Desktop,Direct
1750,2026-05-15 15:16:56.464245,Tablet,Paid Social
1751,2026-05-09 16:41:04.503820,Mobile,Organic
1752,2026-05-13 03:12:23.681188,Desktop,Direct
1753,2026-05-29 16:57:20.258447,Tablet,Email
1754,2026-05-12 14:25:50.669583,Desktop,Organic
1755,2026-05-14 07:10:50.610956,Tablet,Direct
1756,2026-05-08 08:01:23.239630,Mobile,Organic
1757,2026-05-28 02:36:17.296287,Tablet,Organic
1758,2026-05-26 00:02:29.581389,Tablet,Paid Social
1759,2026-05-11 19:27:25.844958,Mobile,Direct
1760,2026-05-31 20:02:25.189246,Tablet,Direct
1761,2026-05-12 16:46:18.374500,Desktop,Organic
1762,2026-05-18 20:36:09.686799,Desktop,Paid Social
1763,2026-05-09 11:05:05.324549,Mobile,Direct
1764,2026-06-03 00:20:42.526502,Desktop,Paid Social
1765,2026-05-08 19:44:33.559966,Tablet,Email
1766,2026-05-15 09:01:03.439511,Desktop,Direct
1767,2026-05-18 07:50:13.889515,Tablet,Organic
1768,2026-05-07 10:28:09.814837,Mobile,Direct
1769,2026-05-12 14:35:33.143634,Tablet,Organic
1770,2026-05-13 10:03:22.208586,Mobile,Organic
1771,2026-05-26 21:03:01.482616,Desktop,Paid Social
1772,2026-05-20 21:47:02.436477,Tablet,Organic
1773,2026-06-05 12:29:41.845746,Tablet,Organic
1774,2026-05-25 09:41:25.169300,Tablet,Email
1775,2026-05-16 19:06:52.289381,Tablet,Email
1776,2026-06-02 19:41:35.785185,Tablet,Email
1777,2026-05-26 10:52:25.079476,Desktop,Direct
1778,2026-06-03 00:17:02.455328,Tablet,Direct
1779,2026-05-14 07:16:07.463788,Tablet,Paid Social
1780,2026-05-12 12:48:07.338048,Mobile,Direct
1781,2026-05-19 21:45:09.342121,Tablet,Email
1782,2026-05-12 02:27:29.935999,Desktop,Paid Social
1783,2026-05-24 09:51:21.400577,Desktop,Direct
1784,2026-05-31 23:59:32.907628,Desktop,Email
1785,2026-05-19 06:01:44.345624,Desktop,Paid Social
1786,2026-06-05 14:40:37.812685,Tablet,Email
1787,2026-06-01 22:42:40.079059,Desktop,Email
1788,2026-05-27 21:32:48.140059,Mobile,Email
1789,2026-05-07 07:29:09.289274,Tablet,Paid Social
1790,2026-05-28 11:03:32.229336,Desktop,Organic
1791,2026-06-03 02:24:21.210695,Mobile,Direct
1792,2026-05-06 21:20:28.904955,Tablet,Organic
1793,2026-05-25 01:12:45.617163,Desktop,Direct
1794,2026-05-11 16:01:58.177957,Mobile,Email
1795,2026-05-28 19:24:43.588001,Desktop,Direct
1796,2026-06-05 16:15:31.090878,Tablet,Direct
1797,2026-05-23 18:37:42.104719,Mobile,Email
1798,2026-05-20 11:56:44.502284,Mobile,Paid Social
1799,2026-05-12 16:44:03.578383,Desktop,Direct
1800,2026-05-19 06:09:12.112558,Mobile,Paid Social
1801,2026-05-17 20:01:55.253394,Mobile,Organic
1802,2026-05-10 13:39:47.701090,Desktop,Organic
1803,2026-05-22 20:58:05.621704,Mobile,Direct
1804,2026-05-29 12:44:15.840632,Desktop,Email
1805,2026-05-28 17:10:03.325579,Mobile,Email
1806,2026-06-01 17:22:30.565341,Desktop,Organic
1807,2026-05-19 17:18:45.048521,Tablet,Direct
1808,2026-05-17 18:54:24.330299,Tablet,Organic
1809,2026-05-22 00:23:19.929515,Tablet,Organic
1810,2026-05-17 01:55:55.306515,Desktop,Direct
1811,2026-05-31 10:11:24.109714,Desktop,Email
1812,2026-05-14 08:04:50.972609,Tablet,Direct
1813,2026-05-29 14:54:21.560530,Desktop,Paid Social
